book_id,rating,number_of_likes
553475,5,69
3609996,2,97
18079542,3,3
716532,5,51
25143052,0,35
31257244,0,72
40508188,3,10
4412611,3,27
62805,4,22
17673307,0,8
16164030,0,7
214856,3,8
255801,1,50
205330,1,18
38910127,0,62
24583,3,9
21865261,5,90
15722934,3,65
36064504,5,63
37460111,0,59
9993993,3,4
8449698,0,23
711772,3,7
11279444,3,7
499184,2,48
33413128,0,53
15699815,2,80
36209818,0,7
11669346,5,58
8565888,3,3
8517008,1,79
21457243,2,44
192977,2,4
79929,0,10
27138737,0,1
32939643,0,80
40811333,2,16
166562,5,15
13519844,2,7
13262797,1,7
107777,5,88
2800905,5,15
42146,3,43
16103129,5,26
11230,0,12
7467080,3,93
251996,1,67
6609703,1,28
731114,5,8
6531880,1,89
15831653,0,18
20587888,1,87
32710777,0,50
298523,1,2
7144,1,24
6687247,4,5
8144743,2,1
95602,2,6
17985733,0,5
9541,0,89
1104540,5,10
26248368,5,14
34202199,5,26
18340649,1,4
13129136,2,13
321459,4,17
24324198,0,82
233712,5,19
18761416,5,13
11556337,3,42
23299513,5,46
25489625,3,45
27283758,3,92
9578383,4,37
419083,0,76
2011272,3,64
41021293,3,39
9745415,5,86
24736191,5,21
8376729,4,90
487445,0,97
6472246,2,7
153540,4,13
18149630,3,94
25438044,0,9
12371862,2,42
135486,0,49
15759952,4,1
33412911,2,7
1740172,2,80
7490715,0,20
99664,0,95
13380221,2,75
13038833,0,0
38600870,2,33
125190,1,3
31395421,2,7
12204117,3,6
35151005,4,15
702028,3,43
3860977,4,94
7278266,4,9
241969,4,17
26029821,4,46
16066036,0,30
1019924,4,20
20931902,2,89
767307,3,94
22879172,4,51
31815138,1,50
38474,2,5
307830,1,49
13541871,4,87
18142403,0,19
19253221,5,19
5082951,5,7
36172319,0,76
23269575,1,37
15999432,0,33
22711164,4,7
52783,3,33
22514483,0,52
22032227,0,47
21457243,4,31
25045454,5,28
9461562,3,6
1130878,0,5
106594,3,54
11556268,4,12
20694384,3,98
16162524,4,18
2465823,0,19
15810499,4,37
35086518,2,8
10381195,0,58
12594758,5,74
7907211,0,1
13638131,1,42
2983654,1,75
60892,0,2
97408,2,6
25692020,4,57
13587130,0,19
18799225,5,79
129671,4,72
17290655,0,87
127395,0,9
11273366,1,20
33282947,2,3
772789,1,6
794092,1,10
13151360,1,2
25731237,0,77
445593,3,13
31332255,5,100
25062038,2,38
22399053,4,94
7098861,3,17
95144,2,60
15814895,4,19
2924317,4,0
15793074,5,24
17369323,2,16
261499,3,11
7795696,2,10
20526707,1,68
13551031,1,37
795163,2,11
3399,3,100
6682769,1,5
24812,1,19
16409189,4,18
64666,3,53
18673607,3,14
24069438,3,16
487638,1,21
379659,4,50
6350150,5,84
37830526,2,13
22471294,1,82
8612987,5,31
8884616,1,1
57691,3,15
6957682,0,11
76740,5,0
1254375,5,26
1166333,0,23
9508678,4,19
18158307,2,20
9209290,0,52
25631442,0,85
916114,1,93
15823426,0,29
25567417,4,68
6596594,3,95
22751611,5,49
17863,1,93
25422809,2,52
22398051,5,10
140149,5,11
20769219,5,16
13502581,3,3
25727873,2,20
21957184,5,6
20693377,0,87
35488765,3,38
23168809,5,3
22020430,2,12
7824314,5,26
107025,5,84
22889766,5,34
6043781,0,99
833550,4,18
22853466,3,18
220937,0,72
24736191,5,66
5451,4,98
30236300,0,48
25398528,5,59
13260207,3,81
4606446,1,80
6778365,0,72
11713886,2,19
35506021,1,12
130363,3,6
191411,1,17
21532628,3,1
25045454,5,17
18457362,2,21
12287209,2,2
13510645,2,4
32860040,3,16
8419552,4,43
25908870,4,68
4934651,0,40
44185,4,14
17877463,2,62
1108124,5,18
18404410,1,5
123636,0,71
28120098,5,17
18680106,2,6
92253,0,11
6718608,5,5
26653,5,1
2526974,2,8
7685245,5,29
9790115,0,19
388793,2,60
39986793,2,9
7573471,1,12
1382251,5,2
965513,3,39
6051589,2,85
18581501,0,73
18809602,5,5
544424,2,39
101065,2,18
16114592,0,3
18404135,3,9
251052,3,35
13580951,0,64
7932775,5,44
11915802,5,16
22033517,2,79
290382,5,88
79450,5,14
39729887,0,12
550454,5,41
17733971,1,14
18231545,1,21
25330014,4,43
15808466,4,7
6121374,0,8
9282088,5,6
4702458,1,20
7841455,5,0
5941535,1,83
22918050,3,12
7841511,5,18
556136,2,32
9654158,4,92
11455923,5,7
2946919,2,82
43077027,3,94
2273246,4,0
23014680,3,71
36556222,3,47
14289337,1,1
38911162,3,9
16282303,4,0
367686,2,22
9433912,0,14
17313873,1,20
16041879,4,19
18079482,5,75
57262,1,23
7958702,5,3
33147637,0,23
11011545,4,93
35894887,5,8
1280960,2,12
9415966,2,69
107664,0,52
116444,1,20
36236388,3,74
12988074,0,9
17857511,5,10
6508023,5,31
17569039,3,59
26067938,5,66
18378015,4,13
6381830,4,4
17974456,1,65
11901,1,8
17149396,1,54
26021547,2,7
1225261,3,19
25164304,1,8
18761296,4,11
15904017,1,86
13533650,2,5
9533378,4,60
16060716,4,35
18693717,4,58
142023,5,53
30233685,0,73
1009886,2,28
20483084,1,33
16077999,0,19
317647,1,54
1920307,0,18
2062718,0,77
2843977,4,41
252917,4,11
11306989,4,72
35282472,3,69
16117006,4,97
15810499,2,1
7579,0,71
29291,2,52
58823,2,4
16131208,3,0
21398183,3,28
117170,5,44
36590922,5,3
18044412,2,0
5158,5,2
18188359,3,8
35856268,0,94
15792358,5,18
18342376,0,0
209966,0,9
6352576,3,52
17571794,3,75
7871930,0,60
15753740,0,22
15818555,3,1
580291,3,55
11099063,2,1
6234924,1,12
25284952,5,12
17348982,4,100
153142,0,26
148109,4,8
18939591,1,1
462426,2,35
614603,4,86
16041169,3,99
22429350,5,50
26889576,3,11
18667785,3,81
1991184,1,56
13246500,5,1
29898,4,19
209304,0,75
39333677,0,91
12849210,3,73
67825,5,18
13406403,2,6
17876011,0,64
17695321,2,10
20657437,5,99
11253,2,73
34925454,4,99
18799339,5,40
33302709,3,6
59641,1,15
23162673,2,43
1243559,4,94
24875334,4,7
18749172,3,1
244261,0,45
8331609,3,14
7839120,2,31
13635662,3,12
12387704,0,40
12843217,1,99
35217390,2,18
16064396,3,16
11929846,1,69
13275639,4,6
9065272,3,5
7689099,4,10
9461562,3,3
9790990,0,82
12821037,0,67
384457,0,28
29654625,0,21
6308262,4,77
24498935,2,38
18685266,5,52
27424750,3,32
41014989,0,75
4204981,5,17
38725300,4,55
23110713,5,5
216512,5,11
13369678,0,38
413432,3,8
414167,5,46
2946591,2,85
40942107,0,0
25871777,1,13
24226116,3,94
18054664,4,6
18761416,4,13
79626,4,14
21853628,3,61
23597046,3,56
30174652,5,74
17669243,2,18
15839322,1,8
12275903,3,11
701773,0,88
259562,0,99
20809980,4,11
1678741,1,6
23014868,0,9
20829260,5,16
25562497,0,1
25729635,4,87
27068575,4,89
7627019,4,11
26114523,2,50
12160890,4,21
23489172,0,87
2265,3,48
5220293,3,91
16248144,4,2
17453806,3,92
18682969,0,96
10364135,0,73
10809019,3,72
408147,2,0
9728761,1,11
7196906,5,34
9708869,0,13
34419450,5,12
12349801,1,15
18664754,3,11
349090,5,30
17382327,4,82
18371361,3,93
27866099,5,22
29492187,5,92
28791088,0,56
30117381,0,53
125928,1,73
10592898,2,0
18308266,5,38
56842,5,18
16052749,3,84
18673607,3,52
18813006,0,20
24472,3,3
22461120,2,90
29919041,2,10
35891344,1,74
16241153,3,73
7459958,2,52
9788080,0,71
779463,0,90
11938752,3,25
32765205,4,13
30689335,0,2
673216,4,75
13508415,3,33
23082546,0,97
68146,3,42
23383013,2,0
24921954,5,89
825081,2,1
6413286,1,72
12009478,2,5
15790816,2,16
39798154,0,61
30090925,2,87
17286755,0,52
6730302,3,40
994697,1,15
38484311,4,10
22841110,4,7
72441,1,2
16280050,1,19
18719485,2,31
26159745,0,73
15790886,3,11
36431876,4,62
6898528,4,0
8214394,5,6
17610746,0,46
34511672,5,96
1212868,2,30
24692066,4,65
927979,5,60
25915908,4,1
33278528,3,19
19441952,2,33
6596845,3,19
11253741,5,65
25972177,5,30
13221769,5,81
9209290,4,93
9862105,2,78
7995207,4,48
293595,5,84
24069438,0,97
33986447,4,30
109901,4,57
38244358,4,67
2146957,4,70
138251,3,52
13005666,0,2
20632650,4,72
1149593,2,43
25893659,4,18
20835344,0,6
22557520,1,19
23388792,2,72
10984503,3,74
8943906,2,51
15726482,0,15
17883038,3,56
103035,1,100
15768795,4,19
169481,1,63
17446684,0,2
18158307,1,50
15158,0,2
12689143,3,42
9477628,4,11
8585317,3,8
19822079,2,33
25601911,4,6
33826188,0,21
345660,5,0
23156540,3,93
15710557,5,47
27133251,3,38
303197,2,83
13062645,5,12
21796832,2,75
102327,2,31
291865,1,20
23944818,3,91
18464433,4,46
150090,4,8
122967,0,19
34108782,0,24
42113238,4,39
576537,4,100
34966353,5,45
58816,1,93
18143978,0,54
34738565,2,0
981824,5,36
9802066,5,13
21843117,1,31
67,3,5
18889356,0,7
17334538,4,77
127020,1,7
15731796,5,0
128453,1,14
17901165,0,19
25190,3,18
2634570,4,46
149667,0,19
7664713,2,71
23898456,3,88
65249,0,92
6578293,4,72
23121894,5,18
17561936,1,77
22383415,0,95
1565568,5,87
607497,1,9
127179,5,94
723625,1,59
17857511,4,18
104957,5,18
20434251,5,19
15790846,2,15
6521368,3,7
25391336,4,75
6251543,1,9
61903,0,36
19033968,5,94
22543699,4,35
573300,3,81
25543153,3,76
18775467,4,32
3477698,2,67
9415946,4,10
26811887,3,69
874419,5,17
3490300,5,35
108629,0,28
6686671,4,10
999422,3,22
35151005,5,9
16104369,0,11
192955,5,77
32597967,0,18
13449858,4,9
3838932,0,2
22967575,5,7
103111,3,84
26249870,1,10
16184829,5,8
24133949,0,9
22053410,5,14
298275,2,11
16188,4,20
379659,4,13
9570546,0,40
13356344,5,16
30156889,0,8
15735683,2,15
23627067,2,84
18223050,5,6
38725300,1,5
23793,4,22
20820496,3,88
5778773,4,45
10596724,4,28
13574635,2,1
18280703,1,68
1194060,2,17
4590265,1,18
32173182,1,87
6783128,0,68
294434,1,83
82192,5,63
34227144,3,20
15749186,2,82
75639,2,67
17209607,1,25
22571611,5,21
10429836,3,8
23012505,3,16
24875334,3,90
8240188,1,97
22929563,0,71
5137,2,12
40811333,0,18
18079542,1,32
7314887,2,92
13092528,0,60
24522888,1,83
25832342,4,8
35223711,4,12
15814445,2,61
20437055,2,1
11672159,5,94
25358728,2,84
29339801,1,6
16071764,4,17
39980,2,5
50275,0,12
25558955,1,43
13120860,5,66
7159016,5,2
12988047,3,3
1612379,2,2
6758368,2,71
23364679,5,8
20343959,1,4
165518,0,13
52862,2,71
54510,1,93
71458,1,60
148821,4,45
27886325,2,71
747061,5,65
20893314,0,36
747061,3,21
23546848,1,3
10880532,4,0
18480550,4,38
6609851,2,29
18242939,4,18
193093,5,15
20421367,2,2
15810845,2,3
36432939,5,86
90160,1,4
9408584,2,79
10352973,1,14
299514,4,13
8633938,4,12
1228628,4,60
349076,0,1
9301525,4,57
607931,3,33
7902654,3,28
8482928,5,48
15751926,3,47
1532027,5,9
9972838,5,16
10710505,2,3
18774002,4,3
20559676,2,1
20757528,2,64
7993566,5,19
18077825,4,47
2241864,3,9
8993964,5,12
32992663,0,18
17230568,0,69
2111775,3,38
18453733,4,62
19303613,3,20
13449858,0,33
21450782,5,22
12396846,2,66
27126,5,28
248103,5,11
18925969,3,66
5660074,5,67
20434251,4,10
191275,4,6
29603273,1,84
23870576,5,55
905254,0,60
15832828,2,21
511240,2,16
17725095,1,55
18039197,5,2
18044412,3,55
10476984,1,4
28685177,4,99
2208499,4,3
17167084,4,24
23118840,3,19
149667,4,35
24885790,1,62
17253972,4,40
36431876,1,19
6600807,3,17
18629575,4,16
8892814,1,72
15792358,4,5
17290655,2,27
1565490,2,20
242201,0,38
10755443,2,4
6058,1,25
27804835,3,3
20453431,4,89
953260,1,5
12037339,4,3
35658894,4,11
214333,5,0
42278964,3,5
20946280,4,0
2959705,5,13
137599,5,1
17160816,1,11
74274,5,34
36590922,0,89
13355017,4,14
10049436,0,16
23429684,4,93
13538868,0,4
36047860,3,17
38336011,4,94
15781734,3,43
984168,5,17
15814479,4,14
367689,5,11
46306,2,41
18044868,2,75
24767896,2,79
18050861,5,13
16104414,3,62
12505,4,69
15845069,0,7
11028964,0,0
25821750,5,20
10428708,1,20
22313642,1,6
36071,5,51
187996,2,87
128533,0,14
28481,2,12
29847473,5,52
41126222,0,6
2239430,5,7
1289617,0,77
18472710,5,6
92303,5,29
16189512,4,1
23110843,2,8
2305675,5,24
38617807,4,53
194740,0,59
15826934,3,72
17133945,5,62
15844032,2,51
18799225,1,65
26807830,1,20
42909,2,84
24485116,2,29
25131078,3,73
12796866,4,12
43077027,1,4
12438025,1,76
157687,3,65
116053,0,12
20735983,2,33
17155039,3,7
12523033,3,58
16119691,5,6
133499,2,11
16158592,1,9
171833,2,59
335140,5,2
304209,3,20
12398719,4,80
40947801,4,5
17574849,5,4
18719485,4,69
528362,0,48
4827407,4,87
7966160,2,18
25422809,1,20
25669067,2,20
16248068,2,82
10415290,0,97
4185170,2,10
2951911,1,86
17283570,4,46
108681,5,5
107770,1,63
489612,5,39
25167846,0,66
13324895,1,6
6270530,5,46
17586459,1,93
857501,2,47
6472246,3,20
18201218,0,53
13635662,1,18
24731,5,89
15790805,3,20
8949352,1,6
18010355,0,98
8706185,4,1
17437203,4,100
17935878,5,17
1493253,1,55
9045547,3,12
17377409,4,65
29405093,0,1
7781732,5,9
22030490,2,0
8253037,2,69
16130366,0,3
12290106,3,62
15814895,4,88
21936562,3,31
18250727,0,99
18665251,5,3
1171469,4,16
937098,0,100
35618459,0,7
25631442,2,95
18138621,4,5
25733983,4,97
3559,3,5
196549,1,10
13644247,0,77
19283197,1,38
223838,1,7
1044816,3,9
6643543,4,92
6641914,2,2
12875436,4,40
34654953,3,84
2133795,4,56
499184,2,5
6286877,4,62
326491,2,6
1022794,1,83
42778691,1,49
35349,0,11
10900053,5,92
22009476,0,11
126507,1,47
18243325,2,40
38469737,5,21
6082128,0,10
192977,0,57
15747708,0,5
1225621,2,89
210062,2,59
25560247,1,88
25430623,1,3
17934459,2,17
36635516,0,18
17912980,3,31
20426102,4,6
39305,0,90
23524087,4,95
535494,0,1
22504476,4,15
1291211,5,12
112803,1,14
34331136,4,76
7826101,4,10
26192646,1,45
22297138,1,97
40985,5,47
13259960,1,5
23492735,5,57
10805543,4,8
23584003,2,99
23588453,1,46
23281811,3,18
24403863,5,30
12996,5,99
8379666,4,1
22798893,3,39
238968,5,46
11301,3,16
27206481,3,18
23920769,4,9
46064,1,69
37508253,0,90
776573,1,32
21462695,0,20
23492824,4,7
198175,2,11
15777362,2,76
7422957,0,23
36172319,0,67
11962848,5,52
363082,0,14
25898657,3,71
5704478,2,46
25893659,0,20
22586926,0,10
13513655,5,17
28763485,0,97
21851568,1,95
42961172,0,49
9752790,0,12
26248368,0,16
12438025,0,100
122967,5,87
20451634,1,68
31387315,1,53
40651803,1,9
5190,1,3
19405702,0,9
25173706,1,52
245705,1,91
35086271,0,0
33968767,2,4
822392,3,60
12985,4,8
11127,2,10
1661390,3,28
21399149,3,14
11129765,4,6
23249644,3,37
252102,4,12
17657791,2,4
7884969,2,40
13595639,5,74
1429082,2,17
295000,4,15
13075183,2,4
19085295,4,13
17257772,1,53
16061283,0,12
17830148,5,61
263179,1,7
21911602,1,14
22328317,3,9
13570764,0,4
3761596,1,13
35086270,2,11
11226469,5,27
17673270,0,41
216512,2,63
12810834,1,83
6324589,2,15
36426163,0,26
6053016,5,83
13409302,4,24
613929,3,60
40090262,4,0
25503084,1,96
420180,2,16
2618660,0,86
36656582,3,19
16139620,1,10
17018524,5,98
409901,2,4
17288596,5,41
47588,2,89
135048,0,35
662639,2,18
31125554,1,60
141452,1,6
6261081,2,84
40612549,0,13
12997592,5,82
23367265,3,38
35068612,5,20
5098079,5,12
595394,3,4
20363899,3,89
12275455,5,66
11472240,4,54
17610746,2,18
17670591,3,89
16073411,4,1
32597967,4,80
241969,5,17
15760897,1,60
685788,4,17
823510,5,47
8074967,2,32
30056820,4,10
640565,2,56
116685,2,18
17727309,4,67
40090262,1,83
7236997,3,56
25791216,1,9
41021293,0,95
409901,3,66
18837765,3,14
15718796,4,4
25669098,4,72
19085295,0,32
13262783,2,17
18742420,1,28
15981673,4,47
15784968,3,90
13100208,1,70
16221851,2,16
17843498,5,2
25425311,1,13
367686,1,25
45685,4,63
22365565,2,8
18757146,2,11
15816412,0,17
15729539,3,43
20518655,2,70
16073880,4,3
11913681,1,58
18209411,5,16
29751398,3,42
23878,1,60
672493,0,55
8419428,5,1
779463,2,52
15158,1,11
18935386,2,1
18400944,4,78
860566,2,97
673914,1,9
16120760,1,0
5680626,2,15
7748,1,71
17853573,0,78
36510008,2,74
18333656,4,9
169354,1,55
12483970,1,82
15810910,3,29
9627782,1,7
9776116,5,13
29501,5,1
420180,2,49
13589913,2,18
25700544,1,41
23393333,0,5
9292763,5,97
18004308,5,39
20821531,0,56
4961048,0,18
17451462,0,79
1819717,5,41
7457122,2,36
18134249,4,22
2592122,5,10
28585414,4,10
40271,3,29
22626381,0,4
1094933,3,7
2918785,5,57
3332986,4,40
13090675,3,28
1212868,5,20
15831653,1,12
12925631,5,88
34202199,2,6
6620122,4,54
38198450,2,99
9504209,1,20
67,0,80
11276935,0,13
13561963,0,1
15954434,5,9
12730666,0,34
8419428,4,9
18079492,3,17
13643567,1,54
22500506,3,7
7716140,4,6
16103970,1,80
20440186,1,21
9045547,1,31
3281831,2,0
486004,3,57
22052117,1,49
10590390,3,53
30008400,5,39
18167243,1,99
40776163,5,11
17609789,5,52
25377645,3,20
61008,5,16
823510,2,85
26802017,1,10
467457,3,16
608216,1,80
1165753,5,2
7877549,3,29
23266378,0,8
16117006,0,74
11341277,5,86
35516439,2,0
6605726,4,76
25400927,1,9
7133965,3,37
2474047,3,81
103294,4,6
6255949,3,77
4499214,0,0
330919,2,25
27213211,5,13
26794855,0,18
18146387,4,45
53007,3,34
15981673,3,7
490980,5,30
101911,4,20
18210701,0,17
15718796,4,79
25724603,2,8
2003625,5,17
13630629,4,31
12854661,3,25
46306,3,20
5554803,1,7
35756894,3,23
7098861,2,19
1022794,5,9
13400691,3,45
18137948,2,10
12681111,2,9
80689,4,17
41701,2,18
28107439,4,15
13498089,3,24
23111256,5,75
23524087,4,54
13570764,2,17
263149,4,79
24443961,3,48
30340276,4,32
53423,5,17
17609114,5,10
35086266,1,39
23905939,5,22
79448,2,42
31847614,4,6
19264127,4,8
1108124,2,40
11029566,5,61
489612,4,15
454538,0,56
11566459,0,6
23870836,3,61
23460958,1,26
41014762,1,75
874238,5,26
235111,3,77
17800679,1,13
13651928,4,28
2364284,4,95
13601144,1,94
19821,4,6
4961048,5,2
34020742,3,68
7983063,5,72
773534,4,0
24832354,1,10
12070452,5,88
25381851,0,16
15015228,2,9
2369,0,91
18111068,3,13
313419,0,41
6703145,0,38
23590496,0,38
358846,3,93
27279560,1,1
18807408,5,12
26145762,4,85
3134981,4,13
241387,3,17
15050,3,15
22802230,5,10
6378570,3,10
874238,5,90
6122485,5,73
6596547,4,16
17668267,1,96
821808,0,19
18396295,4,61
38336011,1,95
353758,0,11
30971664,3,4
25398790,1,83
25404499,3,83
22750181,2,20
28138673,5,0
14060046,2,34
22926485,0,4
40509210,2,5
18908187,5,99
18782912,2,6
17901165,3,76
23484829,1,16
10710406,4,68
6766006,5,100
25062038,4,19
21854550,0,55
97484,0,39
6424184,4,79
58169,1,41
30333490,3,41
160848,4,10
91659,5,44
13122090,5,29
14289337,2,10
95532,2,93
8121708,0,19
13419125,3,98
34468592,2,19
19165659,5,0
39797917,2,3
38739561,4,0
8452309,1,61
23395414,3,35
179565,4,13
25908870,2,8
2873264,0,28
26249870,2,2
17831095,5,6
23266378,5,51
762563,2,93
20623209,1,9
23124956,0,2
245579,5,3
16967,2,40
21937625,2,62
13361071,3,24
179565,2,10
11888689,2,48
24812,3,61
25609206,3,77
274053,1,88
29875363,3,48
10400407,0,53
42697,4,25
14990,1,8
16107839,3,47
16103970,4,6
23210846,2,54
27068575,0,13
13394049,2,31
339218,1,1
17149088,2,86
21403041,5,48
2595369,3,80
6327801,3,12
22472399,5,1
13162992,3,59
1497658,3,4
20562718,1,52
17346146,5,98
34925254,2,14
39880775,2,3
2455496,1,29
18599770,5,8
290384,2,15
24324198,0,10
32941909,1,98
25531669,0,68
3873353,5,47
11331417,0,67
23230,2,72
25746685,0,4
13152,1,10
6759151,5,13
25778002,0,3
13530012,1,65
16247779,3,18
25943218,3,24
880378,4,62
30095464,0,71
15747359,5,57
843550,2,74
33841356,2,79
3291,3,100
48016,0,18
8596181,4,0
25943005,2,6
197750,3,12
18166986,0,12
781046,3,3
25621424,2,92
7863163,1,18
754581,4,8
20482734,5,47
24340711,4,36
2319370,2,3
17787146,5,19
22691308,5,78
277032,3,9
32713811,1,4
396266,2,36
11741,5,7
2887157,1,35
379659,1,0
40669604,5,38
28426,3,9
36582552,0,53
13185168,5,76
18208098,2,15
8074967,0,76
11534332,1,91
2084776,3,6
22468004,1,10
175078,5,82
3790544,4,38
42447,5,39
17694525,3,50
23153782,1,50
15810263,3,66
26760134,0,2
12523033,3,3
53926,5,2
11086545,4,25
14249,0,72
424779,3,13
604635,3,16
65804,2,98
20507453,1,99
29938354,0,22
1883838,1,24
22529157,0,11
38551054,3,11
25022297,1,0
23523867,4,7
81698,0,9
12438025,2,69
24536832,2,9
13112023,5,6
23165581,5,19
20563751,5,65
23935899,5,2
34760,5,0
231566,0,12
256274,0,10
6380220,0,29
23207202,3,6
52803,2,10
17566866,0,76
4141,1,62
30841109,5,92
35820656,2,2
27860802,5,16
41075318,1,15
13201920,3,41
35398543,5,75
25733983,1,31
7422957,3,33
22500562,3,23
28094098,1,27
1605034,0,51
31257244,0,62
18664754,5,80
17464889,0,90
18207105,1,91
3077578,0,1
55352,0,79
10468701,5,64
43618343,5,89
16081758,5,1
22586263,0,6
445747,5,65
28872472,0,10
1659539,1,20
12365,5,3
39109499,5,24
102439,2,10
2192272,5,5
26832111,4,41
714569,1,39
38390771,4,0
5941535,4,57
67140,2,16
191411,5,94
2863377,2,8
838146,0,17
233711,2,77
18966819,2,49
15727959,3,36
8884616,0,91
17027870,5,15
9824,5,30
20906692,1,69
1104540,3,22
11746148,3,64
3040050,2,98
25387896,4,0
10804074,5,11
14289337,5,89
27249102,5,5
16205710,4,7
3430897,2,9
3919080,2,10
22662559,1,2
10415590,5,74
17187320,0,19
42778691,5,0
762476,4,30
24666002,5,4
22012863,1,94
18521708,2,45
17262100,0,6
33259384,1,87
1948904,5,32
11942639,5,1
10443756,5,18
18628672,0,10
4422777,4,96
70287,3,5
13452967,3,14
69094,3,50
79085,4,17
292701,2,2
6234910,5,9
17201095,5,9
18756630,2,49
56842,3,71
20409841,2,80
12564927,0,6
15985910,3,8
23899193,3,21
25581522,2,86
21854602,1,17
14028,5,34
15814529,5,57
17979646,1,72
29483226,5,80
67377,1,6
10245123,0,97
8031168,3,31
617708,4,8
73869,5,28
18246270,5,15
14469,4,91
7965765,3,5
911892,3,50
386618,4,14
10944842,2,30
6591459,0,17
23129080,0,8
18837765,2,18
8549518,4,92
11556268,2,12
2066739,3,30
777,3,78
31304181,2,7
32622208,3,27
17464884,1,10
25330014,2,92
543873,3,38
441261,2,0
41074185,5,80
6048530,4,90
17314788,5,67
22504613,2,52
19823,0,11
23315657,5,18
25058360,5,3
23876270,5,39
4988505,1,89
17166220,5,79
15927484,0,5
8039386,0,58
6527740,2,68
6393621,5,5
1975116,1,2
15808851,2,10
27261345,3,8
40159,2,92
12561863,5,95
18188359,1,89
7656231,3,4
17832415,3,11
13130990,1,12
18169826,3,42
15985402,4,52
15995198,1,20
23202487,5,5
88432,3,91
22816100,2,5
9862105,1,20
335090,1,68
29894480,3,85
8008928,1,17
7801229,1,79
2761171,3,6
18365852,4,89
83060,1,88
7186426,1,56
29736467,5,92
883230,2,74
17384515,4,4
1051622,0,56
2066739,1,12
4477,2,47
63832,2,6
30237061,3,4
18243325,3,0
13539191,3,9
22640224,2,86
773507,2,14
19164881,3,9
18876025,3,39
110871,5,5
2824337,4,2
544424,5,10
13629923,5,7
922118,3,53
1565568,1,40
6572270,5,77
311308,1,93
78127,4,65
16065168,5,25
23433671,0,17
522471,1,17
359385,0,22
16157294,4,6
12070452,3,33
15995172,0,33
17774609,5,68
24699867,0,16
17317648,5,20
296384,3,85
707667,1,16
13419794,3,7
3133562,3,20
1542100,5,55
20742955,4,40
99965,1,11
27399973,5,32
32075853,3,11
17258293,5,5
25901575,5,61
10473158,1,12
547847,2,61
29414576,0,73
30274,2,1
13376363,4,17
25669098,0,41
9532084,3,39
21409690,0,91
61903,5,63
1982533,2,43
21691676,2,65
29280247,4,10
16579,2,100
245705,4,4
1099301,4,2
16249571,4,3
2320230,2,19
146064,4,42
16065477,5,71
40409456,5,37
638188,5,17
214576,4,12
7898,1,100
522471,2,1
18114292,1,49
21855285,4,22
1430,1,2
17612697,2,54
16043626,4,13
23492735,0,80
36367378,4,54
6601221,3,53
3147367,2,14
25017130,3,96
4583489,4,35
10867,0,14
578190,2,1
13139100,5,40
23709569,3,44
7726427,2,85
35817737,1,98
1620912,1,8
17377785,1,15
16248311,4,13
38746239,0,78
18167468,2,4
7726420,3,22
377679,2,55
9595650,1,36
15811511,2,78
39666561,1,1
17907357,5,17
1200465,4,7
22500562,3,71
16114592,3,90
367686,2,75
772748,5,17
1705697,5,41
29939390,2,45
15757270,4,58
11313669,1,10
16118927,3,31
22148069,2,80
40858,4,39
40243799,5,30
16066036,1,3
10290681,4,42
11029566,3,76
6845839,0,1
820447,4,12
10748326,5,13
44361,0,48
7588,2,37
19441952,3,3
36373464,3,27
36355531,5,20
21813210,3,24
26239013,5,56
6290240,4,34
11640957,1,61
24346235,1,18
16003423,4,41
5680626,4,55
640565,5,39
36567095,2,13
6071981,2,7
5166,2,80
20930873,5,37
17853573,3,23
41726841,3,76
23305614,5,45
36125580,1,9
6540352,4,18
23002593,2,69
1200465,2,8
216215,4,17
38911162,0,26
19508512,1,80
20504287,4,72
18018509,0,63
24911974,3,11
17668038,0,43
15762152,5,87
17561267,2,41
18245332,5,5
33259384,0,7
25495588,1,17
3307079,1,5
27872890,1,58
25904478,5,0
116444,4,75
1024204,5,11
36191362,4,16
15158,5,16
23342435,1,15
16096260,5,29
25863889,0,51
6944712,3,16
22730547,0,54
9712492,2,36
18807424,3,55
20913710,4,1
104378,5,18
7545331,3,4
108829,4,12
22221137,3,11
21996370,5,94
17787411,2,96
337116,5,18
43618343,4,8
312596,5,55
32071,4,14
12000129,0,60
18128119,4,18
25017130,2,14
174354,2,59
1424198,5,11
220753,2,19
11989,0,31
18802903,3,15
17621215,2,7
32499,4,61
105720,0,0
17977415,2,91
35097525,1,12
22030693,5,58
3677902,1,43
958986,3,9
28767058,3,79
13155464,5,20
22360786,0,15
3564825,0,98
15823952,0,22
1073750,3,95
953788,2,9
18691080,0,60
25279809,0,62
13645069,3,14
12155164,3,50
6327634,0,2
14289259,5,22
15811560,1,31
23491885,3,29
13643222,4,1
42662716,4,23
17350825,2,54
29430869,5,50
31682917,3,27
13056200,5,15
17695321,0,18
17255435,3,22
26219455,3,45
12670968,3,18
18372688,0,49
12883644,0,3
17410991,3,6
303917,0,9
20906739,2,90
29661618,3,74
23127782,1,11
231869,0,19
11699055,0,33
374388,2,31
27405531,3,17
476575,0,40
388793,2,12
17727309,5,38
32148570,2,16
231604,2,8
12930,5,11
28429,1,90
15818820,0,14
15797695,3,3
11873007,0,64
47613,0,39
11416792,4,58
9256414,3,1
18134249,3,16
15723916,0,98
